Customer_ID,Customer_Name,Gender,Age,City,Account_No,Account_Type,Account_Balance,Transaction_ID,Transaction_Date,Transaction_Type,Transaction_Amount,Receiver_Account,Loan_ID,Loan_Amount,Amount_Paid,Credit_Score
C636,Edward Parker,M,43,Ahmedabad,33678533,Savings,143646,T0636,2024-01-05,Deposit,175181,,L0636,,,721
C637,Kristin Reyes,M,61,Mumbai,35902638,Current,10478,T0637,2025-05-28,Withdrawal,41127,47945139.0,,993500.0,672476.0,769
C638,Angela Peterson,M,55,Delhi,95283511,Savings,101682,T0638,2025-10-05,Transfer,19886,82357436.0,,,,832
C639,Corey Matthews,F,49,Chennai,66479396,Current,387068,T0639,2025-06-05,Transfer,124914,,L0639,,,774
C640,Wesley Schaefer,F,34,Mumbai,78600031,Savings,468507,T0640,2025-02-23,Withdrawal,40605,,L0640,,,813
C641,Daniel Hughes,M,25,Hyderabad,25651898,Current,164724,T0641,2025-10-19,Deposit,108763,73626563.0,L0641,911908.0,548534.0,734
C642,Helen Moody,F,34,Hyderabad,25818247,Current,37612,T0642,2025-09-19,Transfer,112465,,,419753.0,260230.0,692
C643,Tracy Williams,M,23,Pune,61511049,Savings,401680,T0643,2024-03-01,Deposit,178306,,,,,632
C644,Dawn Hubbard,F,58,Hyderabad,77677209,Current,151606,T0644,2025-06-14,Deposit,177601,,L0644,879657.0,398958.0,781
C645,Margaret Warner,M,54,Delhi,68576190,Savings,161297,T0645,2024-04-10,Withdrawal,62960,54266840.0,,621581.0,135833.0,729
C646,Stephanie Garcia,M,31,Bengaluru,78480350,Current,59399,T0646,2024-05-22,Deposit,149474,72606124.0,,582754.0,436229.0,638
C647,William Kelly,M,54,Ahmedabad,33070630,Savings,264882,T0647,2024-08-24,Transfer,186917,96708386.0,,,,777
C648,Richard Gonzalez,F,65,Bengaluru,39321387,Savings,436080,T0648,2025-07-21,Transfer,173812,29578756.0,,,,803
C649,Robert Nguyen,M,22,Hyderabad,78528129,Current,291741,T0649,2025-08-11,Deposit,158536,,L0649,,,742
C650,Ethan Johnson,M,26,Ahmedabad,61126171,Savings,74268,T0650,2024-11-17,Withdrawal,143558,53201019.0,,587116.0,486733.0,721
C651,Scott Hale,F,31,Kolkata,66712192,Savings,212006,T0651,2025-01-18,Transfer,48678,72822362.0,L0651,583916.0,581502.0,642
C652,Megan Butler,M,21,Pune,24402174,Current,77834,T0652,2024-12-29,Transfer,172217,25916390.0,,212602.0,171510.0,720
C653,Wayne Adams,M,26,Bengaluru,83748327,Savings,313806,T0653,2024-10-12,Deposit,125317,,,,,615
C654,Jesse Hall,F,21,Ahmedabad,23956052,Current,149832,T0654,2024-02-29,Transfer,194730,,,,,634
C655,Barbara Mcdonald,F,30,Mumbai,46950530,Savings,37943,T0655,2024-12-02,Transfer,168492,,,298764.0,279286.0,705
C656,Mary Williams,F,33,Bengaluru,38916815,Savings,336278,T0656,2025-01-17,Withdrawal,180054,78416948.0,L0656,,,615
C657,Cynthia Thomas,M,28,Chennai,14105238,Savings,273144,T0657,2024-10-18,Transfer,191946,68846383.0,,208412.0,170600.0,758
C658,Juan Adams,F,36,Chennai,64969860,Savings,387974,T0658,2024-12-03,Withdrawal,69793,28862889.0,L0658,,,610
C659,Krista Cortez,M,21,Bengaluru,25235396,Savings,25149,T0659,2025-06-03,Deposit,108061,,L0659,798434.0,113772.0,636
C660,Jason Blanchard,M,50,Mumbai,73267842,Savings,378601,T0660,2024-11-15,Withdrawal,52820,,,832395.0,159280.0,628
C661,Natalie Cline,F,35,Hyderabad,31474599,Savings,120364,T0661,2024-10-06,Withdrawal,7923,37062837.0,L0661,603612.0,70667.0,829
C662,Katherine Turner,F,22,Delhi,71147172,Current,124759,T0662,2024-05-22,Withdrawal,120847,,L0662,,,682
C663,William Reeves,M,33,Hyderabad,32772439,Current,387178,T0663,2025-04-30,Transfer,159969,23099533.0,L0663,,,783
C664,Dr. Devon Potter,F,57,Delhi,16241876,Savings,52626,T0664,2024-04-18,Withdrawal,166545,,L0664,,,749
C665,Heather Velasquez,M,43,Pune,84644981,Savings,33023,T0665,2024-06-08,Withdrawal,168256,84388061.0,L0665,527938.0,71594.0,850
C666,Christopher Skinner,F,56,Bengaluru,65880490,Savings,486585,T0666,2025-06-11,Withdrawal,42148,,L0666,,,846
C667,Tara Porter,F,31,Pune,58143396,Savings,44246,T0667,2025-08-31,Withdrawal,122313,,L0667,,,777
C668,Brianna Watts,F,43,Pune,34242412,Savings,140017,T0668,2025-04-06,Deposit,58260,73045045.0,L0668,447588.0,139322.0,796
C669,Cathy Chan,F,53,Kolkata,36594254,Current,323334,T0669,2025-03-23,Withdrawal,6167,,,578801.0,127332.0,763
C670,Tonya Stark,F,51,Delhi,98907249,Current,77221,T0670,2024-06-05,Transfer,21678,,L0670,,,663
C671,Julie Roman,F,33,Hyderabad,37685531,Savings,493746,T0671,2024-03-09,Withdrawal,61177,,,326426.0,93397.0,811
C672,Howard Fox,F,60,Kolkata,56452077,Current,16339,T0672,2024-04-29,Transfer,128118,61625843.0,,,,736
C673,Margaret Skinner,M,60,Mumbai,50901867,Savings,360153,T0673,2024-02-14,Deposit,193878,,,,,843
C674,Ronald Martinez,M,57,Hyderabad,32768089,Current,87312,T0674,2024-05-10,Withdrawal,172970,89239302.0,L0674,113410.0,61953.0,630
C675,Carol Wright,M,57,Hyderabad,57933239,Savings,371401,T0675,2025-08-07,Withdrawal,70531,27544739.0,,812224.0,471635.0,845
C676,Jimmy Lee,M,51,Mumbai,10105668,Current,217984,T0676,2025-06-19,Withdrawal,6219,94213481.0,,,,711
C677,Steven Day,M,39,Hyderabad,24235863,Savings,309571,T0677,2024-12-28,Deposit,176114,50280644.0,L0677,888806.0,718427.0,739
C678,Justin Jacobs MD,F,52,Delhi,22758034,Savings,369236,T0678,2025-03-22,Deposit,191813,12002177.0,,903648.0,628724.0,814
C679,Randall Graves,M,59,Hyderabad,94271868,Savings,344042,T0679,2024-07-18,Deposit,155778,64300622.0,L0679,,,630
C680,April Stephenson,F,51,Kolkata,35981777,Current,354367,T0680,2025-09-08,Deposit,68271,,L0680,,,814
C681,William Hunter,F,29,Hyderabad,73560966,Current,14877,T0681,2025-05-05,Withdrawal,116971,,L0681,197582.0,41649.0,607
C682,Jenna Terry,M,54,Chennai,15249668,Current,171810,T0682,2024-08-12,Withdrawal,176580,41948109.0,L0682,607654.0,284343.0,661
C683,Jamie Powell,M,40,Pune,44406519,Current,286813,T0683,2025-03-21,Withdrawal,192018,,L0683,595746.0,289476.0,798
C684,Kristen Bridges,M,39,Pune,86413582,Current,480210,T0684,2025-02-21,Transfer,27586,,,,,656
C685,Robin Anthony,F,42,Hyderabad,27124297,Savings,407192,T0685,2024-10-02,Deposit,57559,,,,,810
C686,Breanna Fields,M,44,Pune,57896283,Current,292102,T0686,2024-11-16,Transfer,17969,62679785.0,,126184.0,72863.0,623
C687,Christopher Green,F,29,Mumbai,99012835,Savings,389897,T0687,2025-07-25,Transfer,86063,87424815.0,,,,727
C688,Christine Gomez,F,65,Delhi,39738073,Savings,216888,T0688,2025-05-28,Deposit,154269,28335973.0,L0688,,,608
C689,Kelly Porter,M,37,Mumbai,40298502,Current,184920,T0689,2024-05-22,Deposit,107687,,,,,726
C690,Justin Richardson,F,54,Pune,20611710,Current,322456,T0690,2025-08-09,Withdrawal,66232,,L0690,745433.0,163802.0,783
C691,Leslie Glass,F,31,Ahmedabad,79219011,Current,347740,T0691,2025-03-21,Transfer,97489,,,375256.0,215235.0,609
C692,Christopher Smith,F,43,Pune,71652566,Savings,160284,T0692,2025-05-27,Transfer,52787,,,,,724
C693,Julie Russell,M,59,Bengaluru,87071862,Current,427992,T0693,2024-12-03,Deposit,9468,74596036.0,L0693,,,680
C694,Karen Morrison,F,59,Delhi,46441438,Current,483306,T0694,2024-04-21,Deposit,106341,,,,,767
C695,Patrick Nelson,F,52,Pune,74442812,Savings,267710,T0695,2024-08-02,Transfer,137333,,,851342.0,655623.0,791
C696,April White,M,57,Hyderabad,21569458,Current,222112,T0696,2024-01-02,Transfer,178353,,L0696,,,776
C697,Kelsey Lewis,M,55,Kolkata,70967598,Current,201387,T0697,2024-07-16,Deposit,39233,,,,,842
C698,April Blake,F,22,Ahmedabad,76462544,Savings,193694,T0698,2025-05-09,Withdrawal,122596,22889732.0,L0698,,,842
C699,Brianna Morgan,M,44,Pune,88751993,Savings,149416,T0699,2025-08-13,Deposit,177937,,L0699,,,722
C700,Claudia Baker,F,38,Pune,53842971,Savings,277355,T0700,2024-11-14,Transfer,37295,,,,,702
C701,Courtney Gonzalez,M,29,Pune,15761533,Current,434578,T0701,2024-04-23,Transfer,4864,94614892.0,L0701,620699.0,17193.0,822
C702,Scott Stevens,M,52,Mumbai,34081986,Savings,73606,T0702,2025-09-01,Withdrawal,145212,44199846.0,L0702,,,665
C703,Mary Rose,M,65,Kolkata,39038941,Current,75422,T0703,2025-08-15,Withdrawal,194607,,L0703,553560.0,62021.0,814
C704,Brandon Vega,M,59,Kolkata,68308906,Savings,400586,T0704,2024-11-24,Withdrawal,6619,13050086.0,,336616.0,307901.0,850
C705,Mark Perez,F,49,Kolkata,37051939,Savings,94184,T0705,2024-02-17,Withdrawal,155490,76199059.0,L0705,,,654
C706,Patricia Morris,F,52,Ahmedabad,96953372,Current,319421,T0706,2024-04-21,Withdrawal,20977,,L0706,,,843
C707,Alexander Lang,F,50,Hyderabad,62800803,Current,63267,T0707,2024-08-22,Transfer,39519,,,,,848
C708,Alison Skinner,M,22,Bengaluru,37331069,Current,103930,T0708,2025-09-07,Withdrawal,121891,11048396.0,,,,702
C709,John Williams,M,24,Hyderabad,65888622,Current,136576,T0709,2024-10-12,Withdrawal,28160,45144263.0,,,,607
C710,Ryan Goodman,F,24,Chennai,46751890,Savings,430929,T0710,2025-06-07,Withdrawal,167162,,,,,840
C711,Melissa Sutton,F,46,Delhi,54861390,Savings,161208,T0711,2024-09-12,Withdrawal,101467,,,,,806
C712,Luis Krueger,M,64,Mumbai,28464365,Current,442850,T0712,2025-03-03,Withdrawal,125301,,L0712,,,736
C713,Emma Myers,F,34,Bengaluru,27274537,Current,404599,T0713,2024-05-22,Deposit,59055,,,784369.0,764448.0,632
C714,Steven Rivera,F,46,Ahmedabad,81845752,Savings,226344,T0714,2024-11-27,Deposit,186436,95064293.0,L0714,,,620
C715,Christopher Sullivan,F,43,Delhi,67856489,Current,60208,T0715,2024-10-21,Transfer,144318,42896050.0,,,,621
C716,Shawn Brown,M,23,Pune,47565048,Savings,17486,T0716,2025-10-25,Withdrawal,61112,,,620747.0,218891.0,691
C717,Emma Ramirez,M,41,Bengaluru,86939088,Current,388062,T0717,2025-07-20,Withdrawal,161813,55473689.0,,825706.0,663474.0,718
C718,Elizabeth Lara,F,61,Chennai,34036884,Current,170225,T0718,2025-05-28,Transfer,119944,13123457.0,,,,698
C719,Rachel Sanders,F,65,Bengaluru,82335717,Savings,429111,T0719,2024-11-24,Deposit,85557,45293988.0,L0719,903415.0,843388.0,608
C720,Brenda Collins,M,59,Chennai,47920709,Savings,497725,T0720,2025-07-03,Deposit,88373,21181093.0,L0720,512453.0,223599.0,650
C721,Peter Shaw,M,29,Pune,20725171,Current,60180,T0721,2024-03-15,Deposit,132876,15063572.0,L0721,,,847
C722,Theresa Freeman,F,65,Delhi,53758393,Current,397256,T0722,2024-04-23,Transfer,43078,,L0722,,,742
C723,Mark Joseph,M,56,Kolkata,88842005,Savings,23133,T0723,2024-11-08,Deposit,183203,,L0723,,,773
C724,John Mclaughlin,F,39,Pune,57406649,Current,171670,T0724,2024-09-22,Withdrawal,51053,77144474.0,,277556.0,44632.0,648
C725,Harold Farmer,F,47,Kolkata,77825431,Current,316445,T0725,2024-07-03,Withdrawal,160132,,L0725,,,792
C726,Jacqueline Nguyen,F,41,Chennai,10172207,Savings,46447,T0726,2025-09-29,Deposit,103482,,,584859.0,204353.0,806
C727,Jennifer Walsh,F,65,Hyderabad,43656692,Savings,499066,T0727,2025-02-01,Deposit,180260,81279472.0,,511569.0,170036.0,844
C728,Jason Gomez,F,64,Delhi,39952647,Current,40192,T0728,2025-08-27,Transfer,33364,55766183.0,,849652.0,510379.0,655
C729,Shane Jimenez,F,58,Delhi,20013331,Current,174100,T0729,2024-02-05,Withdrawal,126688,,,326630.0,35847.0,773
C730,Nicholas Arnold,M,38,Ahmedabad,76818739,Savings,111082,T0730,2024-06-21,Withdrawal,45419,,L0730,829493.0,312398.0,814
C731,Keith Hawkins,M,27,Mumbai,56324645,Current,435095,T0731,2024-04-25,Deposit,18895,,L0731,247134.0,113637.0,769
C732,Bruce Green,F,47,Delhi,45478254,Current,244549,T0732,2024-12-22,Transfer,160921,66866221.0,L0732,230272.0,85349.0,811
C733,Joshua Boyd,M,49,Pune,47783127,Savings,270729,T0733,2024-06-07,Deposit,38496,,L0733,482063.0,382951.0,834
C734,Alexandra Nash,F,44,Ahmedabad,66279705,Savings,378557,T0734,2025-01-30,Deposit,190043,,L0734,869378.0,862859.0,739
C735,Terry Alvarez,M,61,Ahmedabad,32182993,Current,171532,T0735,2024-10-30,Deposit,169905,82368219.0,L0735,,,850
C736,Patrick Sloan,F,27,Delhi,87883675,Current,218006,T0736,2024-08-14,Deposit,138913,93692690.0,,,,803
C737,Anna Weber,M,60,Delhi,80503583,Current,52619,T0737,2025-07-03,Withdrawal,184044,,L0737,409902.0,59213.0,620
C738,Tracy King,F,33,Pune,50623623,Current,5916,T0738,2024-11-18,Deposit,43337,58214874.0,,680845.0,259910.0,804
C739,Chris Petersen,M,44,Pune,70445171,Current,109058,T0739,2024-12-12,Withdrawal,91160,,L0739,449391.0,171164.0,633
C740,Leah Johnson,F,51,Bengaluru,29306738,Savings,321186,T0740,2024-05-11,Deposit,198231,,L0740,155346.0,140259.0,734
C741,Victoria Baird DVM,F,65,Kolkata,40350207,Savings,196627,T0741,2024-10-18,Withdrawal,190093,14468628.0,L0741,958713.0,801233.0,844
C742,Tracy Miranda,M,62,Delhi,17781642,Current,6091,T0742,2025-09-26,Deposit,1813,48473302.0,,412551.0,207414.0,805
C743,Amber Smith,F,33,Kolkata,45703929,Savings,176726,T0743,2025-07-19,Withdrawal,32510,84136957.0,,,,722
C744,Shannon Pierce,F,39,Hyderabad,21514724,Savings,401630,T0744,2024-09-24,Deposit,123080,92931398.0,,,,782
C745,Charles Chan,F,53,Ahmedabad,54351725,Current,428480,T0745,2024-05-26,Transfer,97807,,L0745,460799.0,105023.0,829
C746,Anna Wright,M,28,Mumbai,71279922,Savings,459516,T0746,2025-05-13,Withdrawal,33119,,,247001.0,137018.0,834
C747,Kayla Lara,M,46,Pune,26851503,Savings,151396,T0747,2024-01-31,Deposit,127780,86608316.0,L0747,,,797
C748,Phyllis Thompson,M,61,Kolkata,18379021,Current,242115,T0748,2024-08-17,Transfer,66898,42783948.0,,403166.0,370376.0,807
C749,Michael Compton,F,55,Delhi,51738172,Current,308435,T0749,2024-11-17,Transfer,36053,,,,,673
C750,Jill Jenkins,F,65,Delhi,97877895,Current,417602,T0750,2024-06-11,Withdrawal,91892,63715257.0,,962367.0,131057.0,640
C751,Melanie Price,F,38,Chennai,95714390,Current,2501,T0751,2024-02-22,Withdrawal,197675,,L0751,652913.0,594983.0,660
C752,Melissa Green,M,46,Hyderabad,82847501,Savings,470169,T0752,2024-01-19,Transfer,136362,98522734.0,L0752,303188.0,162091.0,776
C753,Deborah Mckenzie,F,32,Mumbai,37132924,Current,158026,T0753,2025-05-31,Withdrawal,35126,94441191.0,L0753,,,715
C754,John Holloway,M,35,Delhi,49797841,Current,182689,T0754,2025-01-29,Withdrawal,83751,,,,,606
C755,John Murray,M,45,Kolkata,69503158,Current,443616,T0755,2024-12-28,Withdrawal,187198,,,843453.0,283488.0,751
C756,Robert Jackson,F,43,Mumbai,42417716,Savings,313026,T0756,2024-11-07,Withdrawal,138525,57034632.0,L0756,399364.0,86820.0,782
C757,Ryan Wall PhD,F,57,Pune,28499682,Current,478021,T0757,2025-08-13,Withdrawal,17065,,L0757,,,730
C758,Mr. Brady Jimenez,F,54,Bengaluru,69027892,Savings,493488,T0758,2024-03-05,Deposit,69722,,L0758,,,810
C759,Meghan Hines,M,28,Bengaluru,14129944,Savings,274378,T0759,2024-07-18,Deposit,199859,48624049.0,,,,676
C760,Angela Mckinney,M,35,Ahmedabad,35346559,Current,247211,T0760,2024-11-15,Transfer,23269,61392848.0,,374800.0,20689.0,732
C761,Matthew Davis,M,54,Hyderabad,43373563,Current,404023,T0761,2024-01-31,Withdrawal,102842,,,,,785
C762,Amanda Green,F,31,Delhi,23310611,Current,466142,T0762,2025-06-20,Withdrawal,98549,,,,,816
C763,Richard Hernandez,F,26,Pune,97456053,Savings,346652,T0763,2024-03-29,Withdrawal,18482,83005465.0,,,,682
C764,Jackie Ross,F,47,Delhi,88482738,Savings,455738,T0764,2024-06-23,Deposit,38856,,,,,635
C765,Sara Shepard,F,39,Bengaluru,22291737,Current,265220,T0765,2024-11-16,Transfer,81179,15609305.0,L0765,,,694
C766,Nicholas Hines,M,54,Pune,78204393,Current,469634,T0766,2024-06-18,Withdrawal,78688,,L0766,,,757
C767,Kyle Russell,M,30,Ahmedabad,58649638,Current,107241,T0767,2025-07-05,Transfer,32179,57430271.0,L0767,,,726
C768,Carla Johnson,M,50,Pune,48505111,Current,137415,T0768,2025-01-01,Transfer,170250,29200026.0,L0768,,,817
C769,Cody Miller,M,62,Chennai,61351715,Savings,456148,T0769,2025-04-15,Transfer,31987,53783491.0,,,,765
C770,Nichole Torres,M,50,Delhi,69870783,Current,6126,T0770,2025-03-04,Withdrawal,89918,58993109.0,,147551.0,66670.0,683
C771,James Morgan,M,48,Bengaluru,66076252,Current,58958,T0771,2025-09-15,Withdrawal,171763,,L0771,,,664
C772,Eric Clark,F,63,Bengaluru,12406110,Savings,201810,T0772,2025-08-12,Deposit,72424,,L0772,,,698
C773,Amy Stein,M,30,Kolkata,71766063,Savings,61404,T0773,2025-06-19,Withdrawal,162645,62240366.0,L0773,525144.0,413706.0,621
C774,Eric Weber,M,44,Hyderabad,46324443,Savings,378647,T0774,2025-02-04,Withdrawal,169279,,,665923.0,571654.0,625
C775,Jessica Joyce,M,21,Pune,37653689,Current,217222,T0775,2025-04-15,Transfer,184984,,L0775,499649.0,14585.0,700
C776,Jonathan Crawford,M,31,Pune,19731688,Current,326174,T0776,2025-04-01,Deposit,44745,38414459.0,,507193.0,406275.0,835
C777,Jerry Jones,F,39,Ahmedabad,51436751,Current,80994,T0777,2024-07-19,Deposit,19016,,L0777,271565.0,70637.0,768
C778,Alec Mullins,M,54,Kolkata,39765233,Current,192228,T0778,2025-08-07,Deposit,186253,,L0778,866538.0,180834.0,777
C779,Sean Pugh,F,30,Mumbai,82587432,Savings,458792,T0779,2025-08-26,Withdrawal,152799,,L0779,708596.0,588990.0,713
C780,Megan Smith,M,55,Ahmedabad,74852990,Current,80707,T0780,2025-09-21,Deposit,186133,,L0780,104796.0,64054.0,726
C781,Steven Cole,M,57,Bengaluru,60547034,Current,141733,T0781,2024-12-18,Withdrawal,85154,41567057.0,L0781,825122.0,811528.0,826
C782,Sherri Wells,F,24,Pune,33350175,Savings,270404,T0782,2024-03-18,Deposit,101163,,,917354.0,12868.0,608
C783,Emma Taylor DVM,M,48,Mumbai,58115124,Savings,426333,T0783,2025-06-09,Deposit,30505,37260287.0,L0783,593273.0,26553.0,845
C784,Ernest Leach,M,59,Chennai,71747066,Current,371421,T0784,2025-06-23,Deposit,97582,,,102634.0,4325.0,813
C785,Sherry Singh,M,34,Kolkata,85094556,Current,307324,T0785,2025-10-31,Deposit,94382,37762415.0,L0785,,,656
C786,Natasha Soto,F,39,Hyderabad,67843100,Current,478036,T0786,2024-01-31,Deposit,103598,44486839.0,L0786,,,715
C787,Kelli Bowman,M,28,Kolkata,78083284,Current,164426,T0787,2024-03-02,Transfer,170054,92058230.0,,621416.0,307303.0,670
C788,Aimee Stevenson,F,40,Pune,98986021,Current,274216,T0788,2024-08-16,Deposit,38158,,,905972.0,126647.0,758
C789,Amber Baker,M,40,Chennai,23391053,Savings,13526,T0789,2025-02-09,Withdrawal,184644,10864780.0,,,,771
C790,Paul Bush,M,62,Chennai,57331858,Current,293624,T0790,2025-01-11,Deposit,97669,84725006.0,,186082.0,13614.0,696
C791,Angela Oconnell,M,34,Chennai,59463891,Current,341704,T0791,2024-07-21,Transfer,52100,,,259550.0,10032.0,646
C792,Heather Santos,F,39,Delhi,44064266,Savings,478966,T0792,2024-10-14,Withdrawal,91097,,,378631.0,40868.0,672
C793,Melinda Davis PhD,M,27,Bengaluru,56512009,Savings,133704,T0793,2025-08-11,Withdrawal,140256,89345912.0,,,,730
C794,Debra Vargas,F,58,Bengaluru,97412000,Savings,172928,T0794,2024-09-14,Deposit,89815,67051672.0,L0794,956712.0,667027.0,618
C795,Jennifer Harris,F,44,Bengaluru,73569765,Savings,430278,T0795,2024-10-14,Deposit,118333,,,290416.0,273551.0,659
C796,Timothy Mckenzie,F,30,Bengaluru,51298272,Current,401934,T0796,2025-05-21,Deposit,116058,85099141.0,,,,771
C797,Michael Becker,F,33,Delhi,92193336,Current,290355,T0797,2025-07-18,Deposit,115077,51230129.0,,,,676
C798,Michael Shaw,F,38,Mumbai,51002886,Current,63957,T0798,2025-06-24,Withdrawal,167213,14862310.0,L0798,,,616
C799,Donald Parrish,M,55,Kolkata,39066631,Current,247420,T0799,2025-05-29,Deposit,74690,,,,,695
C800,John Baker,F,23,Kolkata,41851240,Current,347046,T0800,2025-05-12,Withdrawal,190335,,,621368.0,132914.0,781
C801,Ashley Charles,M,21,Kolkata,33532247,Savings,473425,T0801,2025-03-28,Deposit,39696,48722894.0,L0801,,,805
C802,Bobby Clark,F,50,Mumbai,16885997,Savings,173218,T0802,2024-08-29,Withdrawal,35774,95442576.0,L0802,,,801
C803,Michelle Kramer,M,43,Pune,36004167,Savings,422658,T0803,2025-10-13,Withdrawal,42725,68158207.0,,836200.0,576793.0,629
C804,Samuel Young,M,37,Kolkata,88221871,Savings,371738,T0804,2024-03-16,Deposit,197609,35054658.0,L0804,,,773
C805,Tasha Sullivan,M,29,Mumbai,84467412,Savings,387249,T0805,2025-07-25,Withdrawal,52790,98247502.0,L0805,600769.0,568190.0,711
C806,Elizabeth Perez,M,48,Mumbai,27500225,Current,252542,T0806,2025-04-07,Transfer,44941,57120362.0,L0806,469367.0,394120.0,752
C807,Kathryn Wilcox,M,45,Delhi,20343752,Current,349700,T0807,2025-04-03,Deposit,153233,,,,,636
C808,Ryan Torres DDS,M,60,Pune,98617012,Current,284845,T0808,2024-02-09,Deposit,23910,36105174.0,,,,695
C809,Whitney Stewart,M,26,Kolkata,98253374,Savings,339676,T0809,2024-12-19,Transfer,137332,,,,,668
C810,Donna Green,F,34,Mumbai,46479235,Current,478876,T0810,2024-06-05,Deposit,92330,,L0810,703348.0,320887.0,677
C811,Laurie Harris,F,27,Delhi,32895814,Savings,204641,T0811,2025-10-27,Transfer,178666,,L0811,,,759
C812,Michael Young,F,28,Kolkata,24066323,Current,465340,T0812,2025-06-28,Withdrawal,62473,20758360.0,L0812,,,681
C813,Jennifer Jones,F,60,Pune,64329652,Current,490084,T0813,2024-06-11,Deposit,117400,25831909.0,L0813,,,626
C814,Kathy Parker MD,M,61,Mumbai,78383003,Savings,293485,T0814,2024-10-03,Deposit,152849,,,,,628
C815,Katelyn Anderson,F,36,Ahmedabad,58984478,Current,145121,T0815,2024-02-21,Deposit,87426,,L0815,885139.0,280751.0,689
C816,Jared Garcia,F,58,Delhi,34728390,Savings,396644,T0816,2024-04-21,Withdrawal,32576,,,,,816
C817,Kimberly Butler,F,47,Kolkata,22769342,Savings,408292,T0817,2024-11-23,Deposit,96593,,L0817,,,671
C818,Geoffrey Perez,M,35,Mumbai,49886296,Savings,251072,T0818,2025-08-13,Withdrawal,29742,84538754.0,,179233.0,97148.0,644
C819,Eric Perez,M,53,Delhi,76738104,Savings,423703,T0819,2025-05-29,Withdrawal,147160,,,383386.0,133961.0,606
C820,Lucas Garcia,M,43,Bengaluru,68198586,Current,48491,T0820,2024-11-22,Withdrawal,175775,,,,,632
C821,Devon Benton,M,51,Hyderabad,46065758,Current,13063,T0821,2025-06-18,Deposit,57461,,L0821,,,764
C822,Brandon Mccoy,F,23,Ahmedabad,20696287,Current,221089,T0822,2025-02-28,Deposit,67121,,,,,823
C823,Ralph Jensen,M,24,Bengaluru,38554406,Current,302669,T0823,2025-06-16,Deposit,198700,49126926.0,,,,770
C824,Rebecca Davis,M,33,Kolkata,28488358,Savings,223687,T0824,2024-11-10,Withdrawal,34588,15268941.0,L0824,478663.0,149296.0,630
C825,Kathleen Farrell,F,29,Kolkata,48422050,Savings,482112,T0825,2025-06-10,Withdrawal,158719,,L0825,,,837
C826,Penny Jensen,F,45,Hyderabad,56778408,Current,469653,T0826,2024-04-22,Deposit,151317,95821990.0,L0826,574453.0,178344.0,792
C827,Jennifer Martin,M,57,Chennai,20855253,Savings,458670,T0827,2024-07-20,Withdrawal,32364,,L0827,623789.0,527784.0,812
C828,Tammy Campbell,M,45,Kolkata,39317468,Savings,431635,T0828,2025-01-02,Transfer,178330,89258860.0,,135519.0,69508.0,614
C829,Tyler Walls,F,40,Hyderabad,66273193,Current,295638,T0829,2025-02-15,Withdrawal,167973,51126342.0,L0829,315309.0,230839.0,647
C830,Michael Thompson,M,29,Kolkata,15763622,Current,404424,T0830,2024-09-26,Transfer,176498,,L0830,,,604
C831,Annette Howe,F,64,Mumbai,49486432,Savings,354281,T0831,2024-10-23,Transfer,165343,64960590.0,L0831,,,691
C832,Teresa Reyes,M,30,Chennai,39192246,Savings,406637,T0832,2024-05-02,Deposit,188280,,,,,606
C833,Jessica Olson,F,59,Hyderabad,38346470,Savings,213916,T0833,2024-10-05,Withdrawal,103255,20875397.0,,,,755
C834,Stacy Calhoun,F,46,Pune,78726718,Savings,354961,T0834,2024-03-11,Transfer,7203,,L0834,667351.0,183524.0,802
C835,Matthew Baker,M,38,Kolkata,24376514,Current,18498,T0835,2025-03-26,Transfer,11687,,,,,650
C836,Christopher Randall,M,61,Hyderabad,85709274,Savings,479378,T0836,2025-07-03,Deposit,106034,,,,,674
C837,Robert Murphy,M,48,Mumbai,29521207,Savings,177511,T0837,2025-08-29,Transfer,92237,57411228.0,L0837,,,762
C838,Michael Perez,F,41,Ahmedabad,25062869,Current,65469,T0838,2024-10-14,Withdrawal,182603,,L0838,845300.0,423724.0,805
C839,Susan Mcdaniel DDS,F,48,Chennai,44474292,Savings,155177,T0839,2024-07-30,Withdrawal,120679,,L0839,566555.0,47714.0,811
C840,Jacob White,F,27,Bengaluru,44700249,Savings,364747,T0840,2024-04-03,Deposit,163497,,L0840,,,785
C841,Shawn Brown,F,54,Mumbai,87516894,Current,418796,T0841,2025-01-15,Deposit,102636,90276431.0,,544509.0,212657.0,801
C842,Brittany Murphy,F,56,Pune,61635311,Savings,156290,T0842,2024-08-30,Transfer,118088,,,,,660
C843,Kimberly Bowen,F,36,Delhi,52692797,Savings,106599,T0843,2024-07-22,Transfer,91103,29458837.0,L0843,,,696
C844,Emily Reyes,F,31,Kolkata,59660829,Current,394952,T0844,2024-06-21,Withdrawal,29957,,,,,648
C845,Paula Mcdonald,M,27,Chennai,37510132,Current,134135,T0845,2024-11-01,Transfer,199044,,L0845,697941.0,156624.0,845
C846,Sandra Becker,F,60,Bengaluru,19362915,Savings,269452,T0846,2025-05-21,Transfer,73191,68725908.0,L0846,,,678
C847,Douglas Wang,M,29,Ahmedabad,55325200,Savings,347785,T0847,2025-04-21,Deposit,195676,,,243926.0,158531.0,638
